director_id,movie_id,title,budget,homepage,overview,popularity,release_date,revenue,runtime,movie_status,vote_average,vote_count
64,199,Star Trek: First Contact,46000000,http://www.startrek.com/startrek/view/series/MOV/008/index.html,"The Borg, a relentless race of cyborgs, are on a direct course for Earth. Violating orders to stay away from the battle, Captain Picard and the crew of the newly-commissioned USS Enterprise E pursue the Borg back in time to prevent the invaders from changing Federation history and assimilating the galaxy.",25.6713,21/11/1996 00:00,150000000,111,Released,7,661
64,200,Star Trek: Insurrection,70000000,,"When an alien race and factions within Starfleet attempt to take over a planet that has \""regenerative\"" properties, it falls upon Captain Picard and the crew of the Enterprise to defend the planet's people as well as the very ideals upon which the Federation itself was founded.",19.711951,10/12/1998 00:00,118000000,103,Released,6.3,391
65,201,Star Trek: Nemesis,60000000,,"En route to the honeymoon of William Riker to Deanna Troi on her home planet of Betazed, Captain Jean-Luc Picard and the crew of the U.S.S. Enterprise receives word from Starfleet that a coup has resulted in the installation of a new Romulan political leader, Shinzon, who claims to seek peace with the human-backed United Federation of Planets. Once in enemy territory, the captain and his crew make a startling discovery: Shinzon is human, a slave from the Romulan sister planet of Remus, and has a secret, shocking relationship to Picard himself.",21.605533,13/12/2002 00:00,67312826,117,Released,6.1,479
34,203,Mean Streets,500000,,"A small-time hood must choose from among love, friendship and the chance to rise within the mob.",17.002096,02/10/1973 00:00,3000000,110,Released,7.2,345
66,205,Hotel Rwanda,17500000,http://www.metrofilms.com/hotelrwanda/,"Inspired by true events, this film takes place in Rwanda in the 1990s when more than a million Tutsis were killed in a genocide that went mostly unnoticed by the rest of the world. Hotel owner Paul Rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives.",28.60542,11/09/2004 00:00,38000000,121,Released,7.5,793
67,207,Dead Poets Society,16400000,,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",55.458584,02/06/1989 00:00,235860116,129,Released,8.1,2705
68,214,Saw III,10000000,,"Jigsaw has disappeared. Along with his new apprentice Amanda, the puppet-master behind the cruel, intricate games that have terrified a community and baffled police has once again eluded capture and vanished. While city detective scramble to locate him, Doctor Lynn Denlon and Jeff Reinhart are unaware that they are about to become the latest pawns on his vicious chessboard.",33.124871,27/10/2006 00:00,163876815,108,Released,6.1,1071
68,215,Saw II,4000000,,"When a new murder victim is discovered with all the signs of Jigsaw's hand, Detective Eric Matthews begins a full investigation and apprehends Jigsaw with little effort. But for Jigsaw, getting caught is just another part of his plan. Eight more of his victims are already fighting for their lives and now it's time for Matthews to join the game...",42.187986,28/10/2005 00:00,152925093,92,Released,6.3,1251
24,217,Indiana Jones and the Kingdom of the Crystal Skull,185000000,http://www.indianajones.com/site/index.html,"Set during the Cold War, the Soviets – led by sword-wielding Irina Spalko – are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend – and Indy's colleague – Professor Oxley has been captured for his knowledge of the skull's whereabouts.",75.674458,21/05/2008 00:00,786636033,122,Released,5.7,2495
69,218,The Terminator,6400000,http://www.mgm.com/#/our-titles/1970/The-Terminator/,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the \""Terminator\"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",74.234793,26/10/1984 00:00,78371200,108,Released,7.3,4128
70,219,Volver,12899867,http://www.volver-lapelicula.com,"Raimunda (Penélope Cruz) works and lives Madrid with her husband Paco and daughter Paula. Her sister Sole (Lola Dueñas) lives nearby and they both miss their mother Irene (Carmen Maura), who died several years ago in a house fire along with their father. A former neighbor from their hometown reports that she has seen the ghost of Irene and both daughters do not believe her. After a murder and a family tragedy, Irene's spirit materializes around her daughters to help comfort them.",19.747809,16/03/2006 00:00,85582407,121,Released,7.3,406
71,223,Rebecca,1288000,,A self-conscious bride is tormented by the memory of her husband's dead first wife.,18.426825,12/04/1940 00:00,6000000,130,Released,7.7,336
72,226,Boys Don't Cry,2000000,http://www.foxsearchlight.com/boysdontcry/,"Female born, Teena Brandon adopts his male identity of Brandon Teena and attempts to find himself and love in Nebraska.",15.557144,02/09/1999 00:00,11540607,118,Released,7.2,353
13,227,The Outsiders,10000000,,"When two poor greasers, Johnny, and Ponyboy are assaulted by a vicious gang, the socs, and Johnny kills one of the attackers, tension begins to mount between the two rival gangs, setting off a turbulent chain of events.",13.455373,25/03/1983 00:00,33697647,91,Released,6.9,291
73,231,Syriana,50000000,http://syrianamovie.warnerbros.com/,"The Middle Eastern oil industry is the backdrop of this tense drama, which weaves together numerous story lines. Bennett Holiday is an American lawyer in charge of facilitating a dubious merger of oil companies, while Bryan Woodman, a Switzerland-based energy analyst, experiences both personal tragedy and opportunity during a visit with Arabian royalty. Meanwhile, veteran CIA agent Bob Barnes uncovers an assassination plot with unsettling origins.",16.871194,23/11/2005 00:00,94000000,128,Released,6.3,451
74,235,Stand by Me,8000000,,"After the death of a friend, a writer recounts a boyhood journey to find the body of a missing boy.",51.109279,22/08/1986 00:00,52287414,89,Released,7.8,1522
13,238,The Godfather,6000000,http://www.thegodfather.com/,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",143.659698,14/03/1972 00:00,245066411,175,Released,8.4,5893
75,239,Some Like It Hot,2883848,,"Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an all-girl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor.",39.30982,18/03/1959 00:00,25000000,122,Released,8,808
13,240,The Godfather: Part II,13000000,,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",105.792936,20/12/1974 00:00,47542841,200,Released,8.3,3338
13,242,The Godfather: Part III,54000000,http://www.imdb.com/title/tt0099674/,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.",59.194915,24/12/1990 00:00,136766062,162,Released,7.1,1546
76,243,High Fidelity,30000000,,"When record store owner Rob Gordon gets dumped by his girlfriend, Laura, because he hasn't changed since they met, he revisits his top five breakups of all time in an attempt to figure out what went wrong. As Rob seeks out his former lovers to find out why they left, he keeps up his efforts to win Laura back.",23.982956,17/03/2000 00:00,47126295,113,Released,7,628
77,245,About a Boy,27000000,http://movies.uip.de/aboutaboy/,"Will Freeman is a hip Londoner who one day realizes that his friends are all involved with the responsibilities of married life and that leaves him alone in the cold. Passing himself off as a single father, he starts to meet a string of single mums, confident in his ability to leave them behind when they start to ask for a commitment. But Will's hope of a continued bachelorhood is interrupted when he meets 12-year old Marcus, in many ways his complete opposite.",28.227984,26/04/2002 00:00,129000000,101,Released,6.6,607
79,248,Pocketful of Miracles,2900000,,"Damon Runyon's fairytale, sweet and funny, is told by director Frank Capra. Boozy, brassy Apple Annie, a beggar with a basket of apples, is as much as part of downtown New York as old Broadway itself. Bootlegger Dave the Dude is a sucker for her apples --- he thinks they bring him luck. But Dave and girlfriend Queenie Martin need a lot more than luck when it turns out that Annie is in a jam and only they can help: Annie's daughter Louise, who has lived all her life in a Spanish convent, is coming to America with a Count and his son. The count's son wants to marry Louise, who thinks her mother is part of New York society. It's up to Dave and Queenie and their Runyonesque cronies to turn Annie into a lady and convince the Count and his son that they are hobnobbing with New York's elite.",3.370225,18/12/1961 00:00,5000000,136,Released,7.3,25
